name,type,ingredients,alcohol_content,volume,awards,additional_info,product_introduction,pairing_food,brewery,address,website,contact_info,Naver Name,Naver Price,Naver Shipping Cost,Naver Link
SSOA-포도,리큐르/기타주류,국내산 포도,5%  ,355ml,2014 대한민국우리술품평회 대상 (기타주류 부문),,포도주를 이용한 특유한 스파클링와인으로서 우수한 포천포도를 와인으로 제조하여 뛰어난 맛과 향을 느낄 수 있으며 탄산의 시원함을 동시에 느낄 수 있고 목넘김이 아주 좋은 것이 특징이다.,"피자, 치킨남녀노소 누구나 할 것 없이 좋아하는 대표음식인 피자와 치킨에 SSOA-포도를 겸하면 톡 쏘는 탄산과 스파클링의 조화가 아주 잘 어울리며 자칫 느끼할 수 있는 피자, 치킨의 기름진 맛을 포도의 상큼함이 깔끔하게 만들어 준다.",㈜포천조술당,경기 포천시 화현면 화동로 432번길 12,,,,,,
이담,리큐르/기타주류,"국내산 쌀, 국내산 배",55%  ,700ml,"2012 대한민국우리술품평회 최우수상 (기타주류 부문), 2013 대한민국우리술품평회 우수상 (기타주류 부문)",,"이담(梨 )은 국내산 쌀과 배를 이용하여 정성스레 담가 증류하여 장기간 숙성한 55도의 고도주이다. 배의 향과 맛을 느낄 수 있으며, 자칫 날카로워질 수 있는 고도주의 풍미를 부드럽게 감싸주고, 한결 은은하면서도 그윽이 퍼지는 배의 향으로 고도주의 증류주를 편안히 즐길 수 있다.",꽃등심구이고기의 결이 부드럽고 연한 꽃등심구이는 맛이 담백하고 고소한데 고도주인 이담의 날카로운 첫맛을 부드럽게 해주고 음식에 양념이 없으므로 이담 본연의 술맛을 즐기기에 좋은 음식이다.,배혜정도가,경기도 화성시 정남면 서봉로 835,http://www.baedoga.co.kr/,,,,,
매실탁테일,리큐르/기타주류,"국내산 백미, 매실천연과즙",7%  ,375ml,2011 대한민국우리술품평회 최우수상 (기타주류 부문),,"탁주(막걸리)와 과실을 이용한 칵테일,제품명 탁테일은 2011년 식품 트렌드에 맞춰 소재(매실)와 색상(초록색)을 중심으로 한 제품의 하나이다. 매실을 전분질 원료대비 20%이상 넣어 본연의 특성을 살린 천연과실탁주이며, 배혜정도가 제품특유의 깔끔한 목 넘김에 과실본연의 풍미를 끌어올려 눈과 코, 입이 모두 즐거운 제품이다.","연어샐러드 연어샐러드는 가벼운 와인안주로 많이 선호하는 음식인데, 연어에 신선한 채소를 곁들인 연어샐러드는 천연과실탁주인 매실탁테일의 깔끔한 풍미를 느끼기에 충분한 안주가 된다.",배혜정도가,경기도 화성시 정남면 서봉로 835,http://www.baedoga.co.kr/,,,,,
주몽복분자주,리큐르/기타주류,"국내산 쌀, 국내산 복분자",16%  ,375ml,"2010 대한민국우리술품평회 최우수상 (기타주류 부문), 2011 대한민국우리술품평회 우수상 (기타주류 부문), 2014 대한민국우리술품평회 우수상 (기타주류 부문)",,"1995년 국세청 기술연구소 제조방법 특허를 이용 순수발효방법으로 참 복분자주를 개발하였고, 2006년 8월 맛과 주질을 향상시켜 주몽복분자주 브랜드로 출시하였다. 주정을 첨가하지 않고 100% 복분자로 발효한 약주를 블렌딩하여 맛이 부드러우며 복분자의 향과 발효 누룩의 향이 조화롭게 어우러져 있어 끝 맛까지 향기로운 복분자주이다.","육류소금구이 양념에 재우지 않은 생고기를 달군 불판에 바로 익혀 먹으면 육류의 담백한 맛을 느낄 수 있어서 좋은데, 고기 육즙에서 배어나오는 잡내와 느끼함을 복분자주의 달콤함과 과일향의 뒷맛이 깔끔하게 잡아준다.",농업회사법인(유)술소리,전북 남원시 시묘길 130(오암동),https://sulsori.modoo.at/,,주몽 복분자주 13도 375ml,"최저66,400원",무료,https://cr.shopping.naver.com/adcr.nhn?x=94tM67Y6kp0mO%2BBOl4zM0%2F%2F%2F%2Fw%3D%3Ds43oMACmu8y3pmKYP6wyzRadv%2FItRauOSDHt1UbX2V0hW3OaJ3jnOAK1pcciPRpjSNmYI57fHGkgAsSL2MWP0jkq1a9T2E5Ef%2BhMymUQi7tj3qo9gsdt%2FOJCXqWnfNyJsEJgN2XmaITbtdSU%2B3d4xi7xlvXxowri55MGV6RMrGP3DpmNu2Rs3tEPrV0ZTODsbb0PmF1yte47ihy9UJivGQAP75fgzV54JJx4ens6305meq3B064oPy0LR0Vce8HUx5EztdYBRhD5bP0eknxLvz2vAjuM4TT9ty28BkK%2BcuXtm%2FjXphHr43eY9XCqGv%2BfqUrLZ80VBGYzSgVTgrY5iQEPg%2F6PYJW9LpCSumzPJoigK7CtQzZWLlur1%2FFge4%2BEpCXRaQYxxSGpVhwodNkcmYKz8P4h2h%2F76nbWJYYhcNV1KoAvA%2BajKF8hxnU4YKYzhM1AW97VdFhqumlqASj8Eh8b9fe38o2Eslxa66FmBFHbfA7NTrRHLfl3DDOibIpK2niU5Ri9KzuFwuYs3VQhwbGXuUbyZsqeEqctQaFbrIkIpSivkaa1bJy2GNUIeJP8hZgN19GQn5H5MnyH0EkhSsYkS65ZFYkf62nUDMBZs776P9ozmdV%2FWs5eTR9VTjChbLA%2F4Xw%2FGYIvr0T99oVjJiOo%2F87bZEbl2VkW06h6LDPOCqA6%2BrrPkSkQjk3bFq%2FUy&nvMid=12861808305&catId=50014660
백운복분자주,리큐르/기타주류,"국내산 쌀, 국내산 복분자",13%  ,360ml,"2012 대한민국우리술품평회 우수상 (기타주류 부문), 2013 대한민국우리술품평회 최우수상 (기타주류 부문), 2014 SIWC 은상, 2014 Monde-selection 은상, 2014 대한민국우리술품평회 장려상 (기타주류 부문)",,"복분자는 본초강목, 동의보감 등 문헌에 기운을 돕고 피로를 풀어 몸을 가볍게 한다고 되어 있다. 쌀을 찐 다음 누룩과 물, 복분자과즙을 넣고 저온장기발효와 냉장저장고에서의 휴면발효공법으로 제조하여 잡냄새가 없고 여과 시 자체 개발된 항균포를 사용하여 깔끔한 맛이 특징이다.","낙지볶음, 해물찜낙지는 쓰러진 소에게 먹이면 벌떡 일어난다는 옛말처럼 보양 음식으로 좋다. 기운을 돕고 피로를 풀어주는 복분자주에 해산물 요리를 안주로 하면 건강식으로도 그만이다. 해물찜은 각종 해산물과 야채를 양념한 음식으로 매콤한 양념 맛을 달콤한 복분자주가 중화시켜 주어 궁합이 잘 맞는다.",백운주가,전남 광양시 옥룡면 죽천리 715-1,https://bwsool.modoo.at/,,백운주가 복분자주 13도 360ml,"최저23,000원",무료,https://cr.shopping.naver.com/adcr.nhn?x=%2BpyOYXcK8o8cobKzqGLgXP%2F%2F%2Fw%3D%3Ds%2BC%2B8w%2B6ZJVRd2zXGk%2FkvJOc7n7DzJ17qht9CvtgVw9SlNkxA5Nzhsjqgnpx4jx7%2Fc%2B6P9iQSEYYydRmqR6P%2BHLanOU3f6PG9h4UqMzobz8uh1qMm0cD0J2hEq5fmh79SaRVsTGXd0sYT%2B6BTmM5mSwryS%2BeWEncMePQcsJNPi3aAbCY81f975eS5nfR25FBiRxXzyxQh2lTfjb5UmB1iSfU1EU7mkLBkDC3NxNMdS%2FpYYpUiv%2BR0GsPFXZEivURw0XzUAeAD2Q%2Fyde2rec5sf5qO53Tkua5WUCopOP1UA79h603n9irVKtmAdn10bAEwkYdNeAc%2FkqihQKoAU%2F4IIMOmY27ZGze0Q%2BtXRlM4OxtarJoVrbEtunAYIkKGowOq%2F3Vtua4OUVJGLXfbuu1aDCEhb%2B5%2BbgCLWD5ufmjwVaAkRJ0b4qappvzrZTnSAzflyiZJieMH%2BUvJkSY90mQ2l6AhfbmRc6T9Q91MqoVII6pTRWek9AtKSoGjb%2BY0Z6hEcvvA5Yjtczg3DH1DeM1dyfTBl0rDSXV%2BDye2ViJ5sIfqfNxBnezCu1AZiC9qdlvk3BYNRW4%2FhcCi5gdZa%2FREWw1hRRdpovv0ktZVXfQbk%2FaOv%2B%2BG7P8zZs54SDuTec41vyApxc3SHGhFFa1ELX8iCJdQrQh4Ce0DSZ3V8aZ%2FGy7LVWGr8fvvH1mWvUgXPK6j&nvMid=12154956647&catId=50014660
산내울 오미자주,리큐르/기타주류,"오미자, 설탕, 주정, 정제수, 과당",16%  ,750ml,,2014 찾아가는 양조장,"거창 산내울 오미자주는 해발 600ｍ 이상 고지대에서 자란 청정 오미자를 원료로 사용한다. 고지대로 병충해가 거의 없어 농약을 치지 않고 재배한다. 주원료인 오미자는 단맛, 신맛, 매운맛, 쓴맛, 짠맛 등 5가지 맛을 지닌 약재로 항산화 기능이 뛰어난 ‘안토시아닌’ 물질이 많아 피부미용, 노화방지, 골다공증 예방에 효과가 있다. 산내울 오미자주는 오미자의 다섯 가지 맛과 향을 살려 풍부한 과일향이 스르르 혀끝에 스며들고, 쌉쌀하면서도 깔끔하고 개운한 뒷맛이 특징이다.","색이 아름다운 산내울 오미자주는 생선 회, 편육 냉채 등과 잘 어울린다.",예산사과와인,충남 예산군 고덕면 대몽로 107-25,http://www.chusawine.com,,거창농협 산내울 오미자주 16도 375ml,"6,900원","3,000원",https://cr.shopping.naver.com/adcr.nhn?x=oW10Nh5Rgfo6Kd8Zw0xO%2F%2F%2F%2F%2Fw%3D%3DsoEmfPTMu35q%2F4OCPRW8VBDoWBEb%2FH%2BAaOYe%2BJfPCpp382%2Bt9i7Zu5UzyJTG5puPrNXdMH0TUsPS9Cg%2FrfdxhrAXBnTuQ0BS2ogEcoYrPA3dFN3zx8nIlXLgw60iHITTlfETqRGL%2FAzovekAOvs1TEsr3ULsiru8Xv6de9RYKzfLUyTvKKzjarmA791iApYvbB5mUdyNJcGFNlQP%2FnnrOz%2BCVyS2LimHVimbQ2TA1sicIwqs33iDZA0dy583OxxJM3ygwZozK8SuefI6k1A30u8v%2BjB2erv%2BZ%2Brrs5VHOiTRLlIk0uAh1LVcUK1nkYRMYSBe%2BIJyzvZwVfK2WnwNJyJ0UGfX4VulYtSGzrYFqGo%2FkdTgNprOMQo4G1llgL23FgPFPmrPLSD4o512rqu5u9w16iLqjcyilRFSYJk2zfHJisvIMoWM%2Fq4Cw4ACmvL3rjAQ8Y76QSY4ayg%2BcjDlZw7Q2BSL%2Fm52wvUZW7BDfqgPwjWUWZwq2Ial5VPw6vEJ%2FZ1KcAfrgDzl%2FP0is1193OGtY0vFGtYcImi51jMcKK8ZSVzztsUKU36ztSCdG2qbQxQzMcggkSFPJuirc%2FRc6VG9TZjqEQTAbFzUBl8432wvhVEAf6wwM5tqtSh0bB5Hx&nvMid=41108077489&catId=50014620
제주감귤주 귤로만,리큐르/기타주류,감귤원액(제주),7%  ,750ml,"2011 대한민국우리술품평회 대상 (기타주류), 2012 대한민국우리술품평회 장려상 (기타주류)",,"감귤로 착색, 착향시켜 만든 과실주가 아닌 오로지 감귤만을 이용하여 술을 빚은 과실주로 ‘귤로만’이란 이름을 붙였다. 자연이 준 제주의 맑은 공기와 기름진 토양에서 자란 제주산 감귤만을 100% 사용하여 청정 제주의 물로 발효시킨 탁주이다. 순수100% 제주도산 감귤과즙으로만 발효하여 감귤의 비타민A, 비타민C, 구연산, 칼슘, 칼륨 등이 풍부하며 껍질까지 통째로 갈아 탁주효모로 발효시켜 새콤달콤하면서 쌉싸름한 맛을 낸다.","제주 감귤주를 마실 때 삼겹살을 노릇노릇 구워 같이 먹으면, 감귤의 진한향이 고기의 냄새를 없애주고, 상큼한 맛이 삼겹살의 느끼함도 사라지게 해주어서 좋다.",제주와이너리,제주 제주시 애월읍 용흥7길 23 제주와이너리,https://smartstore.naver.com/jejuwinery,,제주와이너리 제주감귤주 귤로만  6병  700ml,"26,510원",무료,https://cr.shopping.naver.com/adcr.nhn?x=K29u6os6ZJgThcO%2B30Ohf%2F%2F%2F%2Fw%3D%3DsC3uVWln4CaywRUSsfYJqcPUruliPJOKSaE7vzuxBRpyo6Z5GP%2BStJ5gZptpdq5H0CUPDAHZ57VVDcSBACXI%2Bt8R4hpEz50kBMf3zVODIhV51aTDygKKcHo3VTbDV6pseVBRLMYFdxQdglu9RClnKM3BzdePRF4zGtDrjhMy3cIBuiHXproTGkVzRbOLe4K1s%2FnbCNKAVdBhbnx%2FUOjGqMQ6UbA4hSDAevNHhzhP52jhE7HBhXGp13IwRsXhcvZzr5poy%2BVhBYw0nLxFGq7H7JdspMGwXEuTnx3cjJewJb2%2FJqv1zicmQSXqt6bCDTj0yY7mMjtJXJ8YbWqQJmsq9dCBvgHQ9OuE%2BtKOYDfk4u9qRh014Bz%2BSqKFAqgBT%2Fgggw6ZjbtkbN7RD61dGUzg7G1qsmhWtsS26cBgiQoajA6oU0HrHBJCfLMsOvV65CBSHFZpZiROPvGn0q%2FMbPv5l6H5SYfAgmn2QZwO%2FGIQmG2LYoRC83859P50AGlJ5trLUzfNVo1KcSVSazeZg7M%2BAaZ0HnQ4KXPSCUhC4j%2FqciWIKBn55zwDK1jj46%2F%2FRq7mvHgCui7AjpN2Wc2I6fNkVDP7FVwlBJtRY%2F%2FHw6Pue%2B%2FRBF8ksGt%2BIAeE4ZqOGnxHlnICOjg9m91J4xM5W%2FEfMsLEKHCxBhmtMLJXh3NqRZK3bPu58FB1AO389t6I6mV3D%2BhGPuh4URrH6cB2OlpwqAlaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=46284783947&catId=50014540
매아랑,리큐르/기타주류,국내산 매실,10.7%  ,750ml,2013 대한민국우리술품평회 장려상 (기타주류 부문),,"매아랑은 경남 하동군의 지리산 자락, 해발 400m청정지역에서 황매실을 발효시켜 만들었다. 당분 및 매실향이 최고조인 황매실로 방부제를 첨가하지 않고 빚어 뒷맛이 깔끔하고 부드러운 스위트타입의 매실와인이다. 황금빛의 영롱한 색은 어떠한 분위기에서도 잘 어울리며 피로회복, 소화개선, 변비개선, 피부미용 등에 좋은 매실의 효능도 느낄 수 있다.","오징어, 조갯살 등을 넣은 해물파전과 함께 마시면 매실와인의 산뜻한 맛이 돋보인다.",하동매실 영농조합법인,경남 하동군 옥종면 궁항길 286-105,,,,,,
과하주23,리큐르/기타주류,쌀 100%,23%  ,"400ml, 700ml, 1000ml",,"전통식품명인 제17호 송강호, 시도무형문화재 경상북도 제11호","400여 년 전 임진왜란(1592년)때 명나라의 원병장 이여송이 김천을 지날 때 그 샘물 맛을 보고 중국 금릉의 과하천의 물맛과 같다고 칭송하여 이때부터 이 샘을 과하천이라 부르게 되었고, 그 샘물로 빚은 술을 과하주라 하였다. 이후 과하주가 한양까지 알려져 임금께 진상하였으며 김천을 대표하는 전통명주로 전례되어 일본에까지 널리 알려졌다고 한다. 광복 후에는 지역특산물로 가내양조 규모로 명맥을 유지하다 6.25 전쟁 후 자취를 감추었다. 그러다 1984년 당시 김천문화원장 송재성이 과하주의 복원에 성공하여 지금에 이르렀다. 김천 과하주는 경북 김천의 맑은 샘물과 토종 멥쌀 그리고 엄선한 곡자원료를 사용하여 전통비법으로 저온 장기발효를 통해 숙성된 술이다. 투명한 황갈색에 고유한 감미와 산미가 있다. 한 여름에도 술맛의 변화가 없고 차게해서 마시면 더욱 좋아 오래전 궁중과 사대부집 등 상류층이 즐기던 고급술이다.",매운탕,김천과하주,경북 김천시 대항면 향천리 79101,http://gwahaju.farmmoa.com/,,,,,
애피소드호프,리큐르/기타주류,"사과과즙, 보리, 쌀, 홉",3.5%  ,500ml,,2016 찾아가는 양조장,&quot;애피소드 호프&quot;는 한국애플리즈에서 2030대 젊은 층을 위해 출시한 LTD 제품이다. 애플사이다에 맥주의 풍미를 느낄 수 있는 홉을 가미한 제품으로 색다른 맛을 느낄 수 있는 제품으로 젊은층에게 호응을 얻고 있다. 달콤새콤한 사과향과 은근한 맥주향이 어우러진 제품으로 이국적인 맛을 선사한다.,"사과가 주는 청량함과 홉이 주는 향긋함이 그대로 살아있는 경쾌함이 살아 있는 애플 사이다이다. 홉이 주는 아로마와 탄산이 주는 청량감으로 치킨 및 닭강정, 튀김류와도 상당히 잘 맞는다.",㈜한국애플리즈,경북 의성군 단촌면 일직점곡로 755,http://www.applewine.co.kr/,,,,,
한비 동충하초술,리큐르/기타주류,"국내산 쌀, 누룩, 가시오가피 뿌리, 동충하초, 정제수",35%  ,"375ml, 750ml",,,"""한비 동충하초술""은 국내산 쌀을 발효하여 증류한 후 10년생 친환경 가시오가피 뿌리와 동충하초와 감초를 함께 숙성시킨 전통주이다. 재료로 쓰이는 오가피는 국내에서 유일하게 농산물우수관리인증(GAP)을 받은 것으로 중국산 오가피에 비해 약효성분이 6배나 더 함유하고 있으며, 동충하초는 고가의 약용버섯으로 몸에 좋은 다양성 성분을 함유하고 있다. 인공첨가물을 넣지 않고 전통기법으로 제조하여 알코올 도수 35%의 고도주이나 부드럽게 마실 수 있다.","증류주와 동충하초가 잘 어우러진 리큐르로 연한 호박색을 가지고 있으며, 향은 산뜻하면서도 오크통에 숙성된 훈연 된 나무 향이 매력적이다. 입 안에 퍼지는 산뜻함과 단맛, 부드러움이 잘 갖춰진 술이다. 삼계탕과 잘 어울린다.",제천한약(영),충북 제천시 봉양읍 원박리 276,www.jcmedi.com,,[한비]한비 동충하초술 750ml,"49,500원",무료,https://cr.shopping.naver.com/adcr.nhn?x=Lk77tLdcnfbik0efct33FP%2F%2F%2Fw%3D%3DsyNLyrcMHVhw5kWbkH04ZZ2lxnp8wn9F%2BHB8VinjOpA7DuVyHqN%2FCi%2B6R6PEhLQOsbqyB8oc1hcHnRsklNvxTPvZfVscw8LljeK9nvxu5ay%2B%2BWJzzYASVkCzg0IXDc3zqFtBUqf2GrkgB46ugeUySR5tJ56Zl8dphDRnTrRb%2BAsgO8NmXOSXNFKvteuc7eS9V7DOd9xcp2a4iaeoVEuUV5q8pK05InGbRSnzeoDOlMZCLe4MpB9e9%2BYvz%2FVuo5YPhxC%2B1wQPYjFwXXvdOP7ewpariIRKq4xgj64K4Q6Re9V3H47G1v88CDht%2FbPFjro1nprpnE5GGnvAjF1aBorBhHsHJDhTH9EdLFjlRAc%2BdJ8IQhkkHXK4%2FmSRy5icYE%2F27BW36r4QZshREfg%2B3vq7RNmWm3qYCoiFWmabkiOd32qm%2BsCvCpfQC22IdmMtGp63De1Rpjj4wRdkWm%2FbIguKxnclsaGCAkP%2FuuAH351UsBrnIJ%2Bxoq1iFS%2BiOak0H8njRKad8HMBbjnIZ%2BaXOzBLVDxqk2ncJiUzvVp%2F%2BTawnOSffygxH1dnqQBj77Shk83h8V2SM05uWTBIboOHr3lkmVimEzheSrB6vooBgHNaQHmdGdGb7gROPoS2VpIBO6L%2B8C3oUCvcG7tu0RUXZRW69wgE0KAaGcmhjIDxXiPYBFw0NUJgJp6CUXauCvW7Y5AjN&nvMid=35682653531&catId=50014620
한비 무병장수술,리큐르/기타주류,"국내산쌀, 흑삼, 인삼, 오가피, 오미자, 구기자, 복분자, 차전자, 토사자, 산수유",35%  ,"375ml, 750ml",,,"""한비 무병장수술""은 국내산 쌀을 발효하여 흑삼, 인삼, 오가피, 오미자, 구기자, 복분자, 차전자, 토사자, 산수유를 첨가하여 숙성시킨 전통주이다. 몸에 좋은 한약재가 가득 담긴 ""한비 무병장수술""은 건강하게 마실 수 있는 기능성 술이다. 인공첨가물을 넣지 않고 전통기법으로 제조하여 알코올 도수 35%의 고도주이나 부드럽게 마실 수 있다.","증류주에 복분자, 오미자 등 다양한 약재가 들어가 짙은 호박색을 가지고 있으며 복잡한 약재의 향이 매우 풍만하게 올라온다. 도수에 비해 매우 부드러우며 혀에 남는 약재의 쓴맛이 마치 약을 마시는 듯하다. 추어탕과 잘 어울린다.",제천한약(영),충북 제천시 봉양읍 원박리 276,www.jcmedi.com,,한비 무병장수술35 375ml,"23,720원",무료,https://cr.shopping.naver.com/adcr.nhn?x=Lo3cnvfiBHZ7%2FUKJQwxt4%2F%2F%2F%2Fw%3D%3DstZxXrr3%2F9KKRQ6jaMTnvfxzGYBctAb7zQa67yMGdoNk66XThmSYgh4Gg1Cdbxi55a1QwMR0TcVB%2Fnt0BxnOvJBZ%2FkDp9pVG6UbSyqCf8UU7Yo2SydrHOI0IM1vv0PMb9U8jZ8omvXZjiM27s%2B81c8EfmwqSn84SEGltEl4g884XUyTvKKzjarmA791iApYvbB5mUdyNJcGFNlQP%2FnnrOz9cETgAormtekHwUmI4hCBIIwqs33iDZA0dy583OxxJM3ygwZozK8SuefI6k1A30u8v%2BjB2erv%2BZ%2Brrs5VHOiTRLlIk0uAh1LVcUK1nkYRMYoXARX3Uj5GpEFbOT3M4G3Au4r5WEjtYc%2FRudefAFleKBlPPBooMATtQQt38bd0A82%2BtuOeoeEWHfiteRHN%2FHAeps%2BejBpYeXkQjjdB%2Fqe33nKcGhmUMT%2FH1CMkHTtr5eQ3lKH6D3A3MEMFphdsBZrwHB8V8Jt5H47rmjMwp66gtEgM1Y%2FOKHRbJpamNEpNMda1jS8Ua1hwiaLnWMxworxlJXPO2xQpTfrO1IJ0baptAIcN9MQoh9WuYFDuYhhRq2b1NmOoRBMBsXNQGXzjfbC%2BFUQB%2FrDAzm2q1KHRsHkfE%3D&nvMid=40705101227&catId=50014600
진쾌남,리큐르/기타주류,"국내산 쌀, 밤, 누룩, 구기자, 오미자, 산수유, 오가피, 동충하초, 정제수",25%  ,330ml,,,"""진쾌남""은 공주산 밤에 국내산 백미로 빚은 국내에서 최초로 생산된 밤 증류주이다. 오미자, 산수유, 오가피, 구기자, 동충하초, 토사자, 벌꿀 등 몸에 이로운 약재가 들어간 제품으로 진한 맛과 향이 일품이다. 프리미엄 증류주 답게 알코올 도수는 높으나 부드러운 맛을 간직하고 있다. ""진쾌남""은 알코올 도수 40% 제품(공주밤 31% 함유)과 25% 제품(공주밤 23% 함유)이 출시되고 있다. 증류주에 다양한 약재가 들어가 있는 제품으로 구기자, 오미자, 산수유, 오가피 등의 복잡한 약재의 향이 매우 풍만하게 올라온다. 입 안에 단맛과 쓴맛이 교차하고 25%의 고도주이나 목 넘김이 깔끔하다.",삼계탕 등 보양음식,사곡양조장,충남 공주시 사곡면 마곡사로 49,www.bamsul.com,,진쾌남 선물세트3호,"최저61,750원",무료,https://cr.shopping.naver.com/adcr.nhn?x=NEoo33w6Rb3guxPqmY8zUv%2F%2F%2Fw%3D%3DsQZj%2FE0fOV5NaQA03nMVktRkx3Au3M8vuBV9lkWxMheuOua1ZximilQV%2BcAzoWkS54bYXhhHUh62h50O42hbXRWWx%2BIRJS5VeiW%2B0CIrUx8Kj7MCRlXfHW6h2UUVBxVEqJq62%2BvgRz%2BP%2BdJaIQuNCZMv%2BjB2erv%2BZ%2Brrs5VHOiTQgGE7%2BZatKjf5hEf1XctkKdiqZVmfJTygYTRTrloWmGeBOvzP4ZN4LVNi7pelEOvKV9F5mkckefNSkGmFhQcGgkYdNeAc%2FkqihQKoAU%2F4IIMOmY27ZGze0Q%2BtXRlM4OxtarJoVrbEtunAYIkKGowOqFi1zXEp5ePzwftZxtJU6Oj1nRJ4yoQ1ByXgZXYF4asXMgyt0xmXDhm628bNL1JFNYs6LrczERA5opXGzR3%2FVFgp3GmZH8572EBGDELnqRN0crUBxjFR%2BQFhaa1OqHaUqP6dmg3um1JErDGWQ9%2Fn4VxGC6jw9vSpLPVg%2FVdk2VK945kC8UfMBPPA1mkfn3vjy5dAFSXTFan8dAz0b9kA7eZ1KU85kE3pXnhNMvq7%2FMWxZhuXFiP8GyNCVwO926aWwO1zQuXC%2B97j%2BlSWwZy6mIVaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=20677572061&catId=50014700
호담 300ml,리큐르/기타주류,"산양산삼, 정제수, 주정",20%  ,300ml,,,"""호담 300ml""은 경기도 청정지역의 5년근 산양산삼으로 제조하여 1뿌리가 통째로 들어있는 프리미엄 리큐르이다. ""대농바이오 우리산삼""의 50여 조합원이 200만평 면적에서 직접 재배한 산양산삼과 국내산쌀을 사용하여 빚은 술이다.",닭백숙,대농바이오우리산삼,경기도 광주시 퇴촌면 천진암로 684,http://www.woorisansam.com,,,,,
술샘16,리큐르/기타주류,"쌀(국내산), 오미자(국내산), 주정, 정백당",16%  ,375ml,,,"술샘16은 국내산 오미자 100%를 증류주에 침출하여 향이 살아있게 만든 술이다. 오미자 특유의 5가지(단맛, 신맛, 쓴맛, 매운맛, 짠맛) 신비한 맛을 그대로 느낄 수 있다.","파티음식, 샐러드, 육류 및 치즈, 해산물과 잘 어울린다.",술샘,경기도 용인시 처인구 양지면 죽양대로 2298-1,http://www.sulseam.com,,술샘 꿀샘 16도 375ml,"최저9,000원","3,000원 포함",https://cr.shopping.naver.com/adcr.nhn?x=s4V4h5ylZoqwxQ%2B0iATHev%2F%2F%2Fw%3D%3Dsz%2Bk6ky%2F7fstAfl9fkMpltxzfm8uoX3xy6rqcxmMqTfL%2Bjs29ArPmvid9G5nZdI%2FLQcYHzNR9fEgNrhWkGZ7npWqNO2E8AQpE4tPC5gMYlqquSm5e2MkGfWi0Eq6TcLP%2B9q3EJRDe0e2bYwv6SEJc6dyGaSr%2B0dRu37W7MMIB4NFk9Io6iZoAfEBQfsbkhBMB87TF6%2FzW2%2BcVNgsB9LJdqlPZyt3Q5QVGCq65dHMRGg6ZkFpxQZbCZhIKFB%2FvxvcwGYMo7G9TMHrSp2efsS2KXDaLBwH9kIDuJJG0u%2FSYBiHBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDcOfXsJiUhXGKdV%2F3r1nBIo6JIeyjRJJG8AQSjlBThBKFDdT0Ex3%2Fdba1Mf6j44NtmQLh%2FEHzF0Msc1Hmf%2FQhdQiNvEAyH7XT6ObGe95mRdUZXQva1XysQU6iC2yDkdt4b67UEzQ6u8MDgV%2FNX3BWugQeLcNh3hDMEzwiJtNruDRhwTCVQmylluvPHdBdJU1Z51KU85kE3pXnhNMvq7%2FMWzHrMM8vz0%2BowmLgLwZ%2F9PP1sv4zxXah793KZQzfmDUE1aFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=33744129618&catId=50014620
